"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","R710-W","UV440-A","V440-A","YG610-A","YG610-W","Time"
50444.8,33442,98856.2,26572.9,20254,85982.2,0,1779.34,4147.35,58514.7,93.06,4895.1,76.16,45374.7,0.309576
52873.1,31969,108389,24655.8,17361,93073,20.5,5234.82,12489.8,64818.7,128.78,5157,-4.48,0,0.309576
33938.8,23058,96461.7,19156,14238,88173.1,-9.02,1907.05,4551.12,62047.5,88.36,4059,20.16,28721.9,0.310693
37184.7,23626,103146,21146.2,16254,85261.2,54052.8,6233.71,7380.09,148226,48.88,566.1,61481.3,76907.1,0.314046
39234.3,27239,94396.2,14732.1,11711,82442.5,-27.06,2042.93,5249.44,62054,94,4576.5,16.24,24751.3,0.314046
17128.3,11280,99514.2,18783.7,13992,87979.6,8.2,1735.05,4229.05,63934.3,73.32,3657.6,50.96,36301.2,0.314046
41631.1,26346,103558,20793.6,15210,89594.1,56184.8,5890.14,6925.15,158521,74.26,709.2,61335.7,75844.7,0.315164
29288.7,18687,102717,16036.7,12770,82301,-21.32,1907.91,4116.39,59329.6,70.5,4636.8,-23.52,0,0.316281
30877.7,20013,101114,20529.5,15264,88143.5,11.48,1025.98,2230.84,63235.4,73.32,5341.5,8.96,18350.1,0.317399
46302.2,27083,112043,19077.3,13382,93427.7,50.84,3640.81,8698.04,63119.8,113.74,5378.4,8.96,15452.7,0.321869
34024.9,22426,99431.7,19345.4,14295,88690,36.9,1711.4,4099.19,61700.6,90.24,2658.6,-5.6,0,0.322987
32627.7,23331,91650.1,19347.1,15239,83203,15.58,778.73,1664.1,62461.9,108.1,5633.1,162.96,67168.2,0.324105
29788.5,12358,157972,34194.8,12662,176986,46.74,1974.56,4998.32,105736,112.8,6219.9,36.4,41129.5,0.325222
33006.4,23414,92385.2,12662.4,9794,84730,72542.1,38.27,-30.1,0,58.28,740.7,20.16,31457.3,0.32634
34193.6,22951,97639,15265.9,11383,87891.5,43647.8,80.84,47.73,38146.7,130.66,6770.7,42,46652.7,0.32634
24276,15470,102841,15484.1,11358,89343.5,35.26,1445.23,3235.32,68111.1,31.02,2792.7,10.08,18874.4,0.327457
19605.6,12130,105925,18413.9,14209,84930.3,40.18,1892,4049.31,66310.7,55.46,4066.2,10.08,17384.3,0.328575
19522.3,13831,92503.3,16239.3,13263,80242.6,42.64,2211.92,5043.47,56655.6,77.08,6975,22.96,34993.2,0.328575
46832.8,29116,105414,17728.4,12776,90939.9,54979.4,7311.29,8790.49,156760,82.72,592.2,71831.2,75692.3,0.329693
37756.6,17363,142511,34128.4,15947,140255,33.62,101.48,65.36,38940.3,108.1,252.9,73.36,50607.6,0.329693
34213.9,20308,110412,25547.1,17528,95518.9,62461.9,87.72,80.84,49513.4,77.08,850.5,37.52,61472.8,0.329693
18727.1,11851,103561,21542.2,15222,92746.8,72.16,2317.7,5115.71,61369.8,94,3503.7,33.6,40778,0.329693
38792.6,24404,104176,18439.3,13996,86341.9,56.58,2622.14,6330.46,59107.1,102.46,4375.8,175.28,68375.9,0.331928
31684.1,21578,96229.9,14879.7,11326,86099,-28.7,1719.57,3711.33,55493,111.86,4145.4,24.08,40464.3,0.331928
33778.5,20956,105636,22571.3,15985,92538.9,-9.02,41.28,7.31,12607.1,104.34,5779.8,4.48,17270.7,0.331928
42184.1,26522,104237,24386,18167,87970.5,42.64,890.53,2218.8,62194.7,128.78,2078.1,53.76,64058.5,0.336398
28634.9,11215,167331,40287.4,15999,165028,-5.74,2291.47,5105.39,89557.5,143.82,7317.9,53.2,69730.3,0.336398
35109.9,20926,109957,23460.2,17383,88447.8,-18.04,1028.99,2419.61,71236.1,137.24,7637.4,40.32,75497.5,0.337516
17024,12182,91584.7,18633.7,13634,89568.5,14.76,4339.13,6649.09,105894,48.88,119.7,37707,77354.6,0.337516
39859.4,18219,143379,46677.7,21622,141479,19912.9,2373.17,5626.55,73615.8,155.1,9150.3,87.92,70267.4,0.339751
53153.1,31480,110656,43812.6,30968,92718.4,42.64,4167.56,9598.46,62213.9,79.9,212.4,45.36,56088.9,0.339751
33660.9,22867,96470.9,20742.7,16559,82094,14.76,1707.1,3779.7,63287.3,117.5,7011.9,6.72,9370.25,0.340869
36184.4,24652,96194.3,18695.2,14124,86746.5,-13.94,20.64,-29.67,0,93.06,4972.5,14,18724.6,0.343104
34020.7,20680,107813,31333.8,21420,95868.1,26.24,1364.82,3413.34,75192.2,84.6,5055.3,19.04,23543.5,0.345339
41517,28110,96793.2,20728.8,16055,84614.2,54.94,922.35,2002.94,71572.9,82.72,5334.3,31.92,41017.8,0.346457
32580.1,18062,118213,29636.4,18990,102278,85.28,87.72,72.24,32426.9,137.24,8894.7,63.84,50407.4,0.347574
43073.8,24187,116711,28431.9,20262,91960.8,13.94,8048.74,19845.8,69126.4,149.46,8254.8,76.72,58464.2,0.347574
26075,16859,101361,15261.8,12230,81782.5,-14.76,1408.68,3138.57,70417.4,69.56,4201.2,17.36,22754.1,0.348692
30742.6,20140,100037,17188,12773,88188.7,-30.34,1107.25,2303.08,62628.5,100.58,4682.7,38.08,25727.9,0.348692
32349.1,20543,103200,14754.3,11106,87064.2,-51.66,1372.99,3294.23,69217.9,97.76,4544.1,11.76,14272.3,0.349809
26288.5,16587,103867,17739.1,13462,86357.7,-22.96,4.73,3.44,2424.13,42.3,2449.8,26.88,20483.8,0.349809
41463.8,24527,110791,20617.3,13666,98871.1,22.96,1174.33,2775.65,64711.8,106.22,6954.3,22.96,30094.1,0.349809
41063.4,29947,89863.1,14597.6,12134,78842.2,-8.2,1548,3725.52,68795.6,62.04,2322,26.88,32622.4,0.350927
21786.8,12018,118807,22513.1,14234,103655,46.74,1741.93,4101.34,59943.2,104.34,4737.6,12.88,10821.8,0.352045
27764.8,16077,113180,19258.5,14589,86512.2,-24.6,41.71,4.3,4206.04,62.98,2189.7,20.16,41287.7,0.353162
22771,16611,89839.3,8340.22,7327,74598.7,6.56,18.49,3.44,3364.83,58.28,4174.2,1.12,1561.71,0.35428
33346.6,21012,104007,14539.4,10532,90472.4,453.46,863.44,1996.49,63117.2,63.92,4972.5,22.96,37617.7,0.355398
35624.4,22148,105413,18807.5,13076,94262,51418.9,63.64,5.16,5932.73,104.34,6396.3,66.08,49211.6,0.355398
16146.9,10222,103522,16991.2,12567,88608,23942.4,47.3,39.99,18991.2,61.1,5700.6,82.32,36700.2,0.356515
28840,15393,122787,52293,33521,102237,56.58,842.8,1911.35,63714.3,141,13698.9,20.72,22260.8,0.357633
22099,14226,101805,15577.5,12266,83229.2,4.1,28.81,21.07,16056.3,47,3608.1,21.28,30317.5,0.35875
48484.8,29078,109275,28306.4,13514,137272,49612.5,57.62,126.42,41843.7,104.34,6737.4,115.36,61969.1,0.359868
32041.8,21828,96201.7,15676.8,12324,83365.1,31.16,1488.66,3346.26,59673.6,65.8,3069.9,31.92,29054.3,0.360986
34927.9,17274,132513,40566.2,18535,143434,38.54,1324.4,2642.78,89739.5,135.36,6155.1,36.4,33598.7,0.360986
26312.3,19939,86483.9,9945.78,7931,82184.7,31.98,3.01,10.32,8899.1,39.48,2629.8,-7.84,0,0.362103
26991.3,15354,115208,23402.8,14398,106524,28.7,2433.8,5825.21,72758,146.64,7998.3,35.28,59284.9,0.363221
17848.6,12333,94845.2,13293,10297,84604.4,-1.64,705.63,1526.93,66008.5,62.98,2568.6,-2.8,0,0.364338
19550.3,13687,93610.6,18911.7,14287,86749.8,16.4,1368.69,3644.68,61277,61.1,3891.6,113.12,69284.4,0.364338
37714.6,22306,110807,19257.7,13866,91019.2,18.86,2252.34,5451.11,70895.8,94,4768.2,49.84,52682.5,0.364338
26070.8,18171,94027.6,14359.8,11478,81990.5,22358.1,34.4,70.09,26862.1,70.5,2546.1,29.12,28915.3,0.364338
38138.1,26008,96101.9,13269.2,10424,83424.1,36.9,2380.91,5958.51,64845.1,78.02,3703.5,38.64,68440.8,0.365456
37382.1,17451,140386,24117,10550,149814,14.76,2063.57,4620.35,78343.9,100.58,5547.6,197.68,88733.9,0.365456
70191.8,39018,117897,43779,27351,104899,31.98,108.79,19.78,18004.2,213.38,7386.3,41.44,49378.4,0.365456
52644.2,32272,106907,21054.3,15344,89925.4,41651.1,31.82,21.93,15128.5,98.7,5273.1,25.76,28136.8,0.366574
44116.1,26937,107332,20713.2,15353,88416.6,15.58,3086.54,7129.4,66776.1,79.9,229.5,34.16,32922.2,0.367691
40117,18025,145859,39388.7,20925,123363,55552.5,8326.09,10709.6,136152,105.28,3059.1,70809.8,78943,0.369926
26754,17943,97717.8,19594.7,15175,84623.4,-26.24,1244.42,2654.39,59861.7,58.28,4020.3,5.04,5598.33,0.369926
19987.8,12159,107733,28067.8,19407,94782.8,28325.3,68.37,-32.68,0,40.42,3627,78.96,63106.4,0.369926
39567.5,21853,118661,67670.5,37152,119371,42.64,5294.16,13674,78231.3,216.2,12165.3,70,88221.5,0.369926
38577,24355,103805,21557,15355,92006.4,-11.48,1627.55,4094.46,65655.6,84.6,3578.4,5.04,7027.69,0.371044
41383.3,27012,100403,22201.5,16400,88719.4,15.58,1464.15,3272.3,67121.6,81.78,4299.3,29.68,34734.1,0.372162
30165.8,18434,107245,29914.4,20974,93471.5,4.1,1775.47,4034.26,70579.1,43.24,4624.2,16.8,17758.1,0.372162
52587.5,33639,102452,22255.6,16143,90351.5,-1.64,2679.33,6425.92,67112.2,104.34,4787.1,16.8,18661.1,0.373279
42446.6,26830,103682,25938.2,19066,89158.1,29.52,2037.34,4398.04,65180.9,77.08,3860.1,26.88,34541.3,0.373279
39939.2,19444,134615,30653.2,14352,139973,19.68,4736.88,11233.8,71706.9,127.84,6600.6,7.28,11927.6,0.375514
31282.3,18257,112292,36167.7,25793,91896.6,56607.9,71.38,3.01,1793.3,152.28,10404,38.08,40911.7,0.375514
27629.7,19787,91511.6,20635.3,16534,81792.4,31.98,939.12,1982.3,55258.2,125.96,6339.6,49.28,37553.7,0.375514
31546.2,20171,102494,15455.4,11846,85504.2,219.76,907.73,2282.44,54731.8,74.26,2558.7,2.8,4828.97,0.375514
24053.4,17876,88183.2,15426.7,13680,73903.6,30.34,1209.59,2847.03,56454.8,79.9,4113,12.32,20185.1,0.37775
31789.8,22435,92862.8,22011.3,16463,87622.5,14.76,1480.92,3167.38,68939.7,92.12,4489.2,17.92,18641.4,0.378867
59769.5,30598,128017,62604.5,31214,131443,745.38,5107.54,12119.5,85441.8,240.64,14518.8,257.6,90763.8,0.378867
33893.3,22555,98480.7,13737.5,10507,85685.6,29219.9,38.27,18.49,11764.7,55.46,2828.7,15.12,18350.1,0.379985
28312.2,15918,116564,19734.1,15027,86064.8,46.74,1426.74,3678.22,76525.7,83.66,6443.1,39.2,38343.5,0.379985
57509.2,39045,96527.7,22471.3,15793,93248.8,32.8,43,19.35,13783.9,102.46,5596.2,70.56,44040.2,0.379985
43996.4,26415,109156,31198.5,22642,90302.4,60346.3,10411.2,12277.8,184932,34.78,867.6,111387,80788.4,0.379985
18326.7,11208,107161,27830,19089,95545.4,160.72,3214.25,7377.08,79230.5,31.96,4049.1,75.04,48691.3,0.383338
12339.6,7261,111374,18711.6,13357,91808.2,-0.82,1508.01,3841.62,61828.2,78.02,3846.6,26.32,26951.7,0.384455
47591.6,30166,103393,21363.5,16182,86520.6,1.64,1594.01,3462.79,64857.8,105.28,3679.2,17.36,19615.6,0.384455
30448.6,20720,96306.9,12872.4,10068,83790.5,31614.3,3746.59,4431.15,133517,60.16,443.7,31360,73621.2,0.384455
38607.8,23114,109466,22249.9,14099,103424,-0.82,3029.78,6842.16,72253.9,95.88,3822.3,-10.64,0,0.385573
33357.8,18723,116762,22160.5,16483,88109.6,6.56,48.16,29.67,17676.8,60.16,2930.4,-16.8,0,0.385573
16215.5,9553,111242,35461.7,22401,103746,64.78,1056.51,2195.58,73865.3,96.82,7748.1,22.96,19541.6,0.38669
27200.6,14866,119912,11934.3,7918,98778.1,26108.8,2554.63,3167.38,125957,25.38,275.4,28641.2,77852.7,0.388926
42963.2,28491,98825.5,22310.6,17126,85375.7,24.6,1350.63,3652.42,60126.9,56.4,3673.8,-2.24,0,0.394514
37905.7,23521,105616,16980.6,12269,90703.2,37.72,75.25,110.51,52481,107.16,4358.7,29.68,31887,0.395631
39568.2,26063,99495.1,18131,13371,88866.5,50.84,2043.36,5087.33,64227.2,15.98,2531.7,46.48,35419.9,0.400102
21260.4,16565,84112.4,12323.8,9041,89332.1,25229.8,38.27,46.44,56361,83.66,5562,66.64,59826.3,0.401219
26727.4,16941,103395,19553.7,15481,82777.1,44.28,651.02,1503.71,63578.8,52.64,1035,63.28,60987,0.401219
39529.7,19383,133654,28973.9,13687,138733,46.74,1815.03,3765.08,81758.9,157.92,9240.3,26.88,29857.8,0.40569
45214.4,27076,109439,33849.6,24000,92432,47.56,1501.13,3664.46,63415.4,173.9,7519.5,44.8,73400.3,0.40569
30510.9,20583,97146.3,15810.4,12403,83540.4,26432.7,60.2,36.12,38180,63.92,3091.5,29.12,32345.9,0.406807
32335.1,20318,104297,15358.6,11159,90199.9,62.32,1564.34,3789.16,65590.7,84.6,3982.5,71.12,47080,0.409042
43633.1,26726,106995,39041,25594,99968.4,65.6,2497.87,6364.86,73360.4,122.2,6877.8,299.04,65764.7,0.409042
19175.1,12063,104175,26559,16972,102555,77.9,1489.09,3355.29,70208.3,71.44,4584.6,53.2,38313.4,0.412395
18902.8,13083,94688.8,17506.2,13542,84720.5,51.66,1167.02,2385.21,64407.6,44.18,3606.3,33.6,44040.2,0.412395
14459.9,8219,115299,14544.3,10694,89132,46.74,1500.27,3418.5,57459.6,41.36,3780,39.2,51380.2,0.413513
41099.8,27861,96677,14316.4,11261,83317.5,41.82,1305.05,3641.24,60367.4,107.16,4789.8,9.52,10945.7,0.413513
29484,20803,92883.9,18122,14355,82733.8,54.94,1272.8,2735.66,61950.3,78.02,2385.9,147.28,55155.1,0.413513
15623.3,9114,112342,22217.9,15431,94360.2,30.34,1508.44,3307.13,70690.2,66.74,2840.4,13.44,16014.6,0.413513
17426.5,10134,112696,28153.1,18886,97693.5,52.48,1078.44,2401.55,73580.2,80.84,6336,8.4,13107.2,0.413513
27188,11122,160204,45032.8,13262,222536,203.36,148.35,91.16,52405.8,151.34,5303.7,642.32,62828.5,0.415748
50712.9,31309,106152,22516.4,16093,91694.1,22.96,1625.4,3643.82,64039,156.04,5903.1,52.64,107807,0.415748
12806.5,6560,127940,25475.8,17540,95187,86.1,1483.07,3273.16,72152.7,54.52,3843,91.28,65023.1,0.417983
27260.1,20028,89201,15142.1,11724,84643,61.5,1554.88,3608.56,56821.4,55.46,2525.4,40.88,81185.2,0.419101
49143.5,25022,128713,51632.9,33011,102506,90266.4,149.64,68.37,37972,251.92,13219.2,57.68,74119.9,0.421336
22379.7,14551,100796,23365.9,17571,87149.7,-23.78,980.83,2065.72,56643.9,11.28,1203.3,-4.48,0,0.422454
14417.9,8815,107191,24531.9,16626,96699.5,505.12,1357.51,3168.67,58054.8,62.98,3561.3,452.48,65897.2,0.424689
16545.2,10267,105611,20458.2,14534,92249,34264.5,36.98,16.34,13907.2,57.34,3098.7,-22.4,0,0.425806
42484.4,25683,108409,24884.5,18643,87477,39.36,1717.42,3629.63,70837.2,75.2,4266.9,6.16,8589.4,0.425806
23023,15004,100562,16449.2,11579,93100.9,-5.74,817.43,1802.99,58524.4,76.14,2476.8,42.56,49807.4,0.426924
29953,17946,109384,18027.7,12819,92165,31221.5,39.13,82.13,38446.2,117.5,6311.7,-2.8,0,0.426924
34050.8,23982,93051.2,19227.4,15006,83972,9.84,2346.08,5246.86,60199.3,74.26,5052.6,17.36,32505.9,0.430277
28391.3,17506,106287,30326.1,21358,93054.1,36.9,2256.21,5414.99,70833.7,91.18,4608,17.92,25530.5,0.430277
53768.4,28747,122579,67591,32230,137438,130.38,5299.32,12795.5,73539.1,286.7,16035.3,118.72,94883.3,0.432512
34976.2,22353,102546,21503.7,14453,97506.8,44484.2,131.15,59.77,28384.7,156.04,11037.6,646.8,73976.8,0.43363
36466.5,23786,100474,21583.2,15385,91938.8,30.34,109.22,138.46,49049.3,138.18,7802.1,7.84,11169.6,0.434747
39984.7,25617,102293,24299.1,16981,93779.1,29.52,1702.8,4069.95,65214.7,114.68,6162.3,7.84,17717.3,0.434747
27760.6,19134,95083,14035.9,9418,97670.3,18.04,1022.97,2310.82,60143.7,60.16,2404.8,-6.72,0,0.435865
17584.7,12443,92616.8,9443.94,7302,84760.1,50.84,662.2,1548,60494.8,44.18,984.6,-5.6,0,0.435865
36519.7,26288,91043.6,21377.4,16588,84458,44164.4,66.22,7.31,7604.26,106.22,5990.4,0.56,1310.72,0.436982
26604.9,16831,103593,20555.8,14543,92631.7,41,1698.93,4204.54,69111.8,57.34,3515.4,15.12,29144.2,0.436982
35254.8,24430,94574.6,15223.3,11607,85954.5,27.88,1299.46,2952.38,56344.6,77.08,3855.6,13.44,25165.8,0.4381
32959.5,24043,89840.5,17444.7,13515,84591.5,83.64,1579.39,3652.85,57699,62.98,5350.5,83.44,46341.7,0.439218
42105.7,26003,106120,16672.2,11947,91456.6,18.04,1058.66,2411.01,67902,95.88,7892.1,-19.6,0,0.441453
28586.6,19390,96619.5,11597.3,9031,84158.8,85.28,1506.29,3280.04,63957.4,78.02,2517.3,-4.48,0,0.44257
28691.6,18246,103055,30749.2,21914,91958.5,23.78,1375.57,3052.57,56353,38.54,2860.2,-4.48,0,0.443688
12511.8,8814,93030.8,21033,14762,93376.1,2.46,10.32,36.12,25182.6,82.72,2824.2,-14.56,0,0.443688
26187.7,16671,102947,39752,29263,89026.6,53.3,854.84,1858.89,61064.8,132.54,8111.7,33.04,63685.6,0.445923
16115.4,12971,81423.1,24095.7,17579,89830.8,31697.1,84.28,24.08,25049.3,112.8,4633.2,25.2,43460.7,0.447041
24551.8,18399,87451.9,28559.8,20559,91040.1,34415.4,5848.86,6984.92,155755,91.18,483.3,60480,79882.6,0.447041
17755.5,11103,104803,16869.9,12466,88687.9,54.12,1723.01,4128.43,63721.3,79.9,3095.1,76.16,60868.6,0.447041
52244.5,32499,105354,24194.9,17747,89346.8,0,1970.26,4466.41,59895.8,94.94,4019.4,0,0,0.449276
31813.6,20898,99767.3,18450,13550,89235.4,-21.32,2613.97,6764.33,68138.2,102.46,7101.9,-1.12,0,0.450394
38232.6,25066,99960.6,25028.9,18451,88899.9,74.62,2124.2,4253.56,59488.1,67.68,5270.4,2649.92,68942.1,0.451511
48464.5,28183,112698,26837.8,19283,91212,20.5,1277.53,2940.34,67495,187.06,9497.7,8.4,9330.55,0.452629
44531.9,27580,105817,27627.4,19320,93715.9,27.06,4421.69,10354,63786.2,89.3,4790.7,84.56,49041.8,0.452629
13703.9,8122,110576,29278.1,20311,94469.5,117.26,1448.67,2989.79,66532.7,62.98,2579.4,17.36,29171.9,0.453746
